Unnamed: 0,site,tree,plot,species,Date,longitude,latitude,da,mo,wk,yr,average_stem_radius,change_stem_radius,average_basal_area,change_basal_area,average_air_temperature,average_air_pressure,average_humidity,avg_solar_irradiance,avg_soil_water_content,freeze_flag,air_pressure_cat,humidity_cat,solar_rank,solar_cat,soil_moist_cat,growth_category
2544,AK,1E,1,P glauca,2017-09-03,-149.71569,68.0187608,3,9,36,2017,2.57520833333333,0.0009999999999998,20.8340941103252,0.0161823437587003,2.01583349870311,93.6865331861708,0.78715363310443,33.4739685058594,0.399100559287601,0,medium,dry,6177.0,Q2,wet,No/Little Growth
2545,AK,1E,1,P glauca,2018-09-03,-149.71569,68.0187608,3,9,36,2018,2.65259722222222,0.0009999999999998,22.105101252891,0.0166661490273015,2.7734751701355,93.5656247668796,0.902889839477009,11.3826327853733,0.331155526818087,0,low,dry,3132.0,Q1,moderate,No/Little Growth
2547,AK,1E,1,P glauca,2019-01-04,-149.71569,68.0187608,4,1,1,2019,2.57129166666667,0.0009999999999998,20.7707687654073,0.0161572110174006,-1.53161532928546,93.5694912804498,0.838163253333833,0.0,0.0781644889043856,1,low,dry,154.0,Q1,dry,No/Little Growth
2548,AK,1E,1,P glauca,2019-02-04,-149.71569,68.0187608,4,2,5,2019,2.56700000000001,0.0,20.7014902333107,0.0,-2.41253032286962,93.0213331646389,0.88231935352087,7.03811645507812,0.0725528530544713,1,low,dry,2818.0,Q1,dry,No/Little Growth
2550,AK,1E,1,P glauca,2018-05-04,-149.71569,68.0187608,4,5,18,2018,2.56929166666666,0.0029999999999996,20.7384706622011,0.0484150843845015,-0.755956130723158,92.1460687849257,0.670400278021892,148.811340332031,0.0921902660363252,1,low,dry,13473.0,Q4,dry,No/Little Growth
2551,AK,1E,1,P glauca,2018-06-04,-149.71569,68.0187608,4,6,23,2018,2.57358333333333,0.0030000000000001,20.8078101935551,0.0485093321641017,1.01002708532744,93.5230819914076,0.6020433873766,130.263434516059,0.186185617137835,0,low,dry,13085.0,Q4,moderate,No/Little Growth
2552,AK,1E,1,P glauca,2019-06-04,-149.71569,68.0187608,4,6,23,2019,2.67883333333333,0.0069999999999996,22.5445553926893,0.117850565214098,2.93439672721757,93.4850200017293,0.56839075518979,195.318857828776,0.290178369707068,0,low,dry,14268.0,Q4,moderate,Moderate Growth
2554,AK,1E,1,P glauca,2018-07-04,-149.71569,68.0187608,4,7,27,2018,2.629,0.0,21.7135605898501,0.0,3.99929586384031,93.8282046847873,0.642468653619289,52.641232808431,0.366633879765524,0,medium,dry,8709.0,Q3,wet,No/Little Growth
2555,AK,1E,1,P glauca,2019-07-04,-149.71569,68.0187608,4,7,27,2019,2.75644444444444,0.0030000000000001,23.8697816248006,0.051958800897701,6.17434240049786,94.2310286627875,0.691040462503831,18.8382466634115,0.280349844899326,0,medium,dry,4075.0,Q2,moderate,No/Little Growth
2557,AK,1E,1,P glauca,2017-08-04,-149.71569,68.0187608,4,8,31,2017,2.575125,0.0009999999999998,20.8327455816786,0.0161823437587003,4.43987107276917,94.0227974785699,0.771232549928957,65.6032562255859,0.354342424720525,0,medium,dry,9873.0,Q3,wet,No/Little Growth
2558,AK,1E,1,P glauca,2018-08-04,-149.71569,68.0187608,4,8,31,2018,2.65040277777778,0.0009999999999998,22.0685421028488,0.0166535826566978,7.13276500172085,92.84281762441,0.987297029130988,26.9105699327257,0.38808162154671,0,low,dry,5308.0,Q2,wet,No/Little Growth
2561,AK,1E,1,P glauca,2017-09-04,-149.71569,68.0187608,4,9,36,2017,2.57462500000001,0.0010000000000003,20.8246567659939,0.0161760605733008,1.94054945144388,93.0182783338759,0.79584929264254,26.3245900472005,0.396833522601261,0,low,dry,5242.0,Q2,wet,No/Little Growth
2562,AK,1E,1,P glauca,2018-09-04,-149.71569,68.0187608,4,9,36,2018,2.65201388888888,0.0009999999999998,22.095379332625,0.0166661490273015,3.13186397155126,94.015061378479,0.918591649168067,16.7041354709201,0.341436778601259,0,medium,dry,3801.0,Q2,wet,No/Little Growth
2564,AK,1E,1,P glauca,2019-01-05,-149.71569,68.0187608,5,1,1,2019,2.57079166666667,0.0010000000000003,20.7626914688956,0.016150927832097,-1.93268397781584,93.0905378129747,0.789037026464939,0.0,0.0773009032611227,1,low,dry,155.0,Q1,dry,No/Little Growth
2565,AK,1E,1,P glauca,2019-02-05,-149.71569,68.0187608,5,2,6,2019,2.56700000000001,0.0,20.7014902333107,0.0,-2.35060721635818,93.098069190979,0.743299223482609,2.35875447591146,0.0728239093985815,1,low,dry,2070.0,Q1,dry,No/Little Growth
2566,AK,1E,1,P glauca,2018-05-05,-149.71569,68.0187608,5,5,18,2018,2.57025,0.0020000000000002,20.7539440095843,0.0322955724788976,-0.826259977287716,91.7015142440796,0.812054282261266,121.118757459852,0.0895991176642753,1,low,dry,12773.0,Q4,dry,No/Little Growth
2567,AK,1E,1,P glauca,2018-06-05,-149.71569,68.0187608,5,6,23,2018,2.575,0.0,20.8307227887088,0.0,1.32494717091322,93.1434617572361,0.564080630325609,130.45416937934,0.227590487334462,0,low,dry,13093.0,Q4,moderate,No/Little Growth
2568,AK,1E,1,P glauca,2019-06-05,-149.71569,68.0187608,5,6,23,2019,2.68301388888888,0.0010000000000003,22.6149543388992,0.0168609277718019,2.83257474005222,93.8137515385946,0.710758028344976,131.855010986328,0.283133368677807,0,medium,dry,13157.0,Q4,moderate,No/Little Growth
2570,AK,1E,1,P glauca,2018-07-05,-149.71569,68.0187608,5,7,27,2018,2.629,0.0,21.7135605898501,0.0,3.39248795310656,93.6181421279907,0.506421748548746,51.571528116862,0.368159118561349,0,medium,dry,8623.0,Q3,wet,No/Little Growth
2571,AK,1E,1,P glauca,2019-07-05,-149.71569,68.0187608,5,7,27,2019,2.758,0.0,23.8967255814605,0.0,6.80656714902984,94.5784889856974,0.595668175568183,32.6093037923177,0.278970847534578,0,medium,dry,6077.0,Q2,moderate,No/Little Growth
2573,AK,1E,1,P glauca,2017-08-05,-149.71569,68.0187608,5,8,31,2017,2.57504166666666,0.0009999999999998,20.8313970530321,0.0161823437587003,4.73263369666206,94.1671147876316,0.789706571234597,72.3425547281901,0.354069234695699,0,medium,dry,10431.0,Q3,wet,No/Little Growth
2574,AK,1E,1,P glauca,2018-08-05,-149.71569,68.0187608,5,8,31,2018,2.65100000000001,0.0,22.078487992491,0.0,6.48536818226178,92.6612522337172,0.932695485651493,26.5015496148003,0.390019289140897,0,low,dry,5274.0,Q2,wet,No/Little Growth
2577,AK,1E,1,P glauca,2017-09-05,-149.71569,68.0187608,5,9,36,2017,2.57476388888889,0.0010000000000003,20.8269034410734,0.0161760605733008,2.11719612942802,93.2375016742282,0.827276185154915,31.6556294759115,0.395061116615932,0,low,dry,5915.0,Q2,wet,No/Little Growth
2578,AK,1E,1,P glauca,2018-09-05,-149.71569,68.0187608,5,9,36,2018,2.65247222222223,0.0009999999999998,22.1030179842626,0.0166661490273015,3.16675686836243,94.198258082072,0.987047194606728,13.5993957519531,0.339709795856229,0,medium,dry,3378.0,Q1,wet,No/Little Growth
2580,AK,1E,1,P glauca,2019-01-06,-149.71569,68.0187608,6,1,1,2019,2.57066666666667,0.0010000000000003,20.7606726029166,0.016150927832097,-2.18053333792421,93.3447718090481,0.588901983780993,0.0,0.0767775246399567,1,low,dry,156.0,Q1,dry,No/Little Growth
2581,AK,1E,1,P glauca,2019-02-06,-149.71569,68.0187608,6,2,6,2019,2.56700000000001,0.0,20.7014902333107,0.0,-2.30275792214606,93.4748416476779,0.783859679268466,2.15530395507812,0.0728474405813538,1,low,dry,2020.0,Q1,dry,No/Little Growth
2582,AK,1E,1,P glauca,2018-05-06,-149.71569,68.0187608,6,5,18,2018,2.56805555555556,0.0009999999999998,20.7185188872236,0.0161383614615005,-0.773622421754731,93.1011233859592,0.730768508795235,177.222357855903,0.0883531306959962,1,low,dry,13954.0,Q4,dry,No/Little Growth
2583,AK,1E,1,P glauca,2018-06-06,-149.71569,68.0187608,6,6,23,2018,2.5758202247191,0.0019999999999997,20.8439983473906,0.0323709707025976,1.91933181111732,92.7517211571168,0.468329081709465,137.475670905235,0.281997428161749,0,low,dry,13292.0,Q4,moderate,No/Little Growth
2584,AK,1E,1,P glauca,2019-06-06,-149.71569,68.0187608,6,6,23,2019,2.68619444444445,0.0059999999999997,22.668620551771,0.1012975135224,2.70649775862694,93.8015371958415,0.685430197252168,175.002415974935,0.276252408630204,0,medium,dry,13905.0,Q4,moderate,Moderate Growth
2586,AK,1E,1,P glauca,2018-07-06,-149.71569,68.0187608,6,7,27,2018,2.62901388888889,0.0009999999999998,21.7137900570135,0.0165216357651978,3.5585891985231,93.497841835022,0.577370081510809,49.3637720743815,0.365414564081778,0,low,dry,8367.0,Q3,wet,No/Little Growth
2587,AK,1E,1,P glauca,2019-07-06,-149.71569,68.0187608,6,7,27,2019,2.758,0.0,23.8967255814605,0.0,7.05225259065628,94.6711031595866,0.487536893122726,65.6636555989583,0.2802703410866,0,medium,dry,9882.0,Q3,moderate,No/Little Growth
2589,AK,1E,1,P glauca,2017-08-06,-149.71569,68.0187608,6,8,32,2017,2.575,0.0,20.8307227887088,0.0,4.92874068684048,93.7667318979899,0.743364886277252,59.1055552164714,0.350547813640698,0,medium,dry,9413.0,Q3,wet,No/Little Growth
2590,AK,1E,1,P glauca,2018-08-06,-149.71569,68.0187608,6,8,32,2018,2.65100000000001,0.0,22.078487992491,0.0,5.69633872972594,92.3899207644992,0.940044627421432,30.8036804199219,0.39024403665877,0,low,dry,5801.0,Q2,wet,No/Little Growth
2593,AK,1E,1,P glauca,2017-09-06,-149.71569,68.0187608,6,9,36,2017,2.57427777777778,0.0010000000000003,20.8190400782948,0.0161760605733008,2.21352820263969,92.2567986382379,0.851439873377482,13.4754180908203,0.398457251489163,0,low,dry,3362.0,Q1,wet,No/Little Growth
2594,AK,1E,1,P glauca,2018-09-06,-149.71569,68.0187608,6,9,36,2018,2.65258333333333,0.0009999999999998,22.1048697785989,0.0166661490273015,3.27107340759701,93.9069780773587,0.776004582229588,42.6313612196181,0.340382179007348,0,medium,dry,7571.0,Q3,wet,No/Little Growth
2596,AK,1E,1,P glauca,2019-01-07,-149.71569,68.0187608,7,1,1,2019,2.57006944444444,0.0010000000000003,20.7510269099058,0.016150927832097,-2.30436733613412,93.7357924779256,0.760272927582264,0.0,0.0764356070376114,1,medium,dry,157.0,Q1,dry,No/Little Growth
2597,AK,1E,1,P glauca,2019-02-07,-149.71569,68.0187608,7,2,6,2019,2.56700000000001,0.0,20.7014902333107,0.0,-2.22474121054014,93.7606253094143,0.886870103577773,2.27928161621094,0.0732998037783211,1,medium,dry,2055.0,Q1,dry,No/Little Growth
2598,AK,1E,1,P glauca,2018-05-07,-149.71569,68.0187608,7,5,19,2018,2.56918055555555,0.0019999999999997,20.7366780345263,0.032283006108301,-0.570380061864853,93.715233484904,0.686254904088047,149.305131700304,0.0881429743104515,1,medium,dry,13492.0,Q4,dry,No/Little Growth
2599,AK,1E,1,P glauca,2019-05-07,-149.71569,68.0187608,7,5,19,2019,2.63333333333334,0.0019999999999997,21.7852008703239,0.033087253827599,0.0489195728940623,93.2511714753651,0.510946845724469,156.240463256836,0.105257167267906,0,low,dry,13611.0,Q4,dry,No/Little Growth
2600,AK,1E,1,P glauca,2018-06-07,-149.71569,68.0187608,7,6,23,2018,2.57766666666666,0.0030000000000001,20.8738928968917,0.0486035799437019,2.51078100254138,92.6649147669474,0.401748582306835,189.906226264106,0.331512288023474,0,low,dry,14195.0,Q4,moderate,No/Little Growth
2601,AK,1E,1,P glauca,2019-06-07,-149.71569,68.0187608,7,6,23,2019,2.69052777777778,0.0030000000000001,22.7418039526364,0.0507147302069022,2.91044009642469,93.7813867992825,0.56876156023807,175.15500386556,0.274642268540487,0,medium,dry,13916.0,Q4,moderate,No/Little Growth
2603,AK,1E,1,P glauca,2018-07-07,-149.71569,68.0187608,7,7,27,2018,2.63051388888888,0.004,21.7385827208373,0.0661242421727977,4.1614509407017,92.6871033774482,0.671030944006311,67.2769546508789,0.362804005885565,0,low,dry,10043.0,Q3,wet,No/Little Growth
2604,AK,1E,1,P glauca,2019-07-07,-149.71569,68.0187608,7,7,27,2019,2.75776388888889,0.0020000000000002,23.8926350096594,0.0346454837838017,7.35095141993629,94.2389674716526,0.460534332940976,40.4103597005208,0.276756327646002,0,medium,dry,7314.0,Q3,moderate,No/Little Growth
2606,AK,1E,1,P glauca,2017-08-07,-149.71569,68.0187608,7,8,32,2017,2.57458333333333,0.0010000000000003,20.8239827634699,0.0161760605733008,4.8999336693022,93.419882774353,0.702108230441809,77.2984822591146,0.347236654334782,0,low,dry,10864.0,Q3,wet,No/Little Growth
2607,AK,1E,1,P glauca,2018-08-07,-149.71569,68.0187608,7,8,32,2018,2.65100000000001,0.0,22.078487992491,0.0,5.50082610381974,92.4574992921617,0.686247251927853,60.7384575737847,0.386637771153619,0,low,dry,9563.0,Q3,wet,No/Little Growth
2610,AK,1E,1,P glauca,2017-09-07,-149.71569,68.0187608,7,9,36,2017,2.574375,0.0010000000000003,20.8206127508505,0.0161760605733008,2.48005009028647,92.1295801798503,0.997931126091216,14.3782297770182,0.403582692344982,0,low,dry,3520.0,Q1,wet,No/Little Growth
2611,AK,1E,1,P glauca,2018-09-07,-149.71569,68.0187608,7,9,36,2018,2.65252777777778,0.0009999999999998,22.1039438814308,0.0166661490273015,2.65485094073746,94.4526948928833,0.639044353117545,65.6996832953559,0.33986974193073,0,medium,dry,9893.0,Q3,wet,No/Little Growth
2613,AK,1E,1,P glauca,2019-01-08,-149.71569,68.0187608,8,1,2,2019,2.56999999999999,0.0,20.7499053176952,0.0,-2.53775369044807,94.3360602060954,0.772815403838952,0.0,0.0757511256097098,1,medium,dry,158.0,Q1,dry,No/Little Growth
2614,AK,1E,1,P glauca,2019-02-08,-149.71569,68.0187608,8,2,6,2019,2.56700000000001,0.0,20.7014902333107,0.0,-2.1159218913979,93.8436727523804,0.940668200453122,2.40961710611979,0.0732946708266513,1,medium,dry,2088.0,Q1,dry,No/Little Growth
2615,AK,1E,1,P glauca,2018-05-08,-149.71569,68.0187608,8,5,19,2018,2.57258333333334,0.004,20.7916502772774,0.0646414104402986,-0.476893213060167,93.8190447489421,0.585453221781386,181.157853868273,0.0880888802475403,1,medium,dry,14040.0,Q4,dry,No/Little Growth
2616,AK,1E,1,P glauca,2019-05-08,-149.71569,68.0187608,8,5,19,2019,2.63311111111111,0.0019999999999997,21.7815244963208,0.033087253827599,0.049713223758671,93.1908889346653,0.549522828310728,125.821431477865,0.111146725746284,0,low,dry,12899.0,Q4,dry,No/Little Growth
2617,AK,1E,1,P glauca,2018-06-08,-149.71569,68.0187608,8,6,23,2018,2.58090277777777,0.0019999999999997,20.926336419356,0.0324338025556976,2.53887632944518,92.9183351728651,0.432712493671311,189.993116590712,0.335624956120908,0,low,dry,14205.0,Q4,wet,No/Little Growth
2618,AK,1E,1,P glauca,2019-06-08,-149.71569,68.0187608,8,6,23,2019,2.69287500000001,0.0019999999999997,22.7814992411783,0.0338412360645002,3.03952338546515,93.8359380298191,0.553331245564752,155.852635701497,0.27459131652874,0,medium,dry,13583.0,Q4,moderate,No/Little Growth
2620,AK,1E,1,P glauca,2018-07-08,-149.71569,68.0187608,8,7,27,2018,2.63441666666667,0.004,21.8031378683795,0.066224773137602,4.65311591823896,91.8299541473389,0.893424130148358,36.6756268792955,0.361918471089599,0,low,dry,6705.0,Q2,wet,No/Little Growth
2621,AK,1E,1,P glauca,2019-07-08,-149.71569,68.0187608,8,7,27,2019,2.75615277777778,0.0020000000000002,23.8647272821866,0.0346329174131021,7.46199987332026,93.9177660412259,0.387471741065383,75.7090250651042,0.272327653543639,0,medium,dry,10732.0,Q3,moderate,No/Little Growth
2623,AK,1E,1,P glauca,2017-08-08,-149.71569,68.0187608,8,8,32,2017,2.57452777777778,0.0010000000000003,20.8230840934381,0.0161760605733008,4.94397101799647,93.5501539442274,0.767951886687014,47.9030609130859,0.353899177163839,0,low,dry,8157.0,Q3,wet,No/Little Growth
2624,AK,1E,1,P glauca,2018-08-08,-149.71569,68.0187608,8,8,32,2018,2.65100000000001,0.0,22.078487992491,0.0,5.39826865990957,92.8641914791531,0.639103267341852,29.5808580186632,0.335914372976042,0,low,dry,5653.0,Q2,wet,No/Little Growth
2627,AK,1E,1,P glauca,2017-09-08,-149.71569,68.0187608,8,9,36,2017,2.575,0.0,20.8307227887088,0.0,2.5747313896815,92.3821844524807,0.935366592473454,23.8577524820964,0.400610034962495,0,low,dry,4739.0,Q2,wet,No/Little Growth
2628,AK,1E,1,P glauca,2018-09-08,-149.71569,68.0187608,8,9,36,2018,2.65301388888889,0.0029999999999996,22.1120490595773,0.050017296637801,2.17191706266668,94.3897977405124,0.664882338709301,53.3930460611979,0.338074510689824,0,medium,dry,8763.0,Q3,wet,No/Little Growth
2630,AK,1E,1,P glauca,2019-01-09,-149.71569,68.0187608,9,1,2,2019,2.56999999999999,0.0,20.7499053176952,0.0,-2.79397484577364,93.6600716908773,0.624693799349997,0.0,0.0749457749064192,1,medium,dry,159.0,Q1,dry,No/Little Growth
2631,AK,1E,1,P glauca,2019-02-09,-149.71569,68.0187608,9,2,6,2019,2.56700000000001,0.0,20.7014902333107,0.0,-1.98096303062307,94.7708435058594,0.836024505396684,3.95456949869792,0.073696772957841,1,medium,dry,2353.0,Q1,dry,No/Little Growth
2632,AK,1E,1,P glauca,2018-05-09,-149.71569,68.0187608,9,5,19,2018,2.57290277777778,0.0019999999999997,20.7968057617216,0.0323332715908009,-0.455236071099838,93.2350599500868,0.551297083083126,196.064843071832,0.0890864248187455,1,low,dry,14278.0,Q4,dry,No/Little Growth
2633,AK,1E,1,P glauca,2019-05-09,-149.71569,68.0187608,9,5,19,2019,2.63477777777778,0.0089999999999999,21.8091444190001,0.148977465225901,0.0630726987082097,93.824133767022,0.68695780966017,123.192469278971,0.115200802674219,0,medium,dry,12825.0,Q4,moderate,Moderate Growth
2634,AK,1E,1,P glauca,2018-06-09,-149.71569,68.0187608,9,6,23,2018,2.58261111111112,0.0010000000000003,20.9540472300559,0.0162263260557012,2.18790114670992,92.8932996326023,0.500451180669996,91.7095608181424,0.335675133266655,0,low,dry,11771.0,Q4,wet,No/Little Growth
2635,AK,1E,1,P glauca,2019-06-09,-149.71569,68.0187608,9,6,23,2019,2.69580555555555,0.004,22.8311159411195,0.0677578703525974,3.19262350847324,93.948094367981,0.575206865866979,165.456136067708,0.274146732113193,0,medium,dry,13753.0,Q4,moderate,No/Little Growth
2637,AK,1E,1,P glauca,2018-07-09,-149.71569,68.0187608,9,7,28,2018,2.637,0.0,21.8459096051605,0.0,4.84938054780165,92.0113179948595,0.817975829044978,75.026618109809,0.398892338975436,0,low,dry,10636.0,Q3,wet,No/Little Growth
2638,AK,1E,1,P glauca,2019-07-09,-149.71569,68.0187608,9,7,28,2019,2.75216666666667,0.0069999999999996,23.7957635202205,0.121017290609,7.77698279089398,93.550969335768,0.42157940297491,79.7653198242188,0.267431748918006,0,low,dry,11076.0,Q4,moderate,Moderate Growth
2640,AK,1E,1,P glauca,2017-08-09,-149.71569,68.0187608,9,8,32,2017,2.57397222222222,0.0020000000000002,20.8140984403172,0.0323458379613015,4.95015347666211,93.4538761774699,0.680369947933488,58.3362579345703,0.360541616545782,0,low,dry,9304.0,Q3,wet,No/Little Growth
2641,AK,1E,1,P glauca,2018-08-09,-149.71569,68.0187608,9,8,32,2018,2.65100000000001,0.0,22.078487992491,0.0,5.34739955597454,92.9604697757297,0.645178051872386,66.2337409125434,0.322913186440866,0,low,dry,9954.0,Q3,moderate,No/Little Growth
2644,AK,1E,1,P glauca,2017-09-09,-149.71569,68.0187608,9,9,36,2017,2.57397222222222,0.0020000000000002,20.8140995747811,0.0323458379613015,2.41224133968353,92.367529657152,0.679504276149803,23.8545735677083,0.404281140168508,0,low,dry,4731.0,Q2,wet,No/Little Growth
2645,AK,1E,1,P glauca,2018-09-09,-149.71569,68.0187608,9,9,36,2018,2.65269444444444,0.0019999999999997,22.1067225328663,0.0333385812398994,2.24165922072199,93.8400088416205,0.653521036522256,49.1205851236979,0.337421602223481,0,medium,dry,8346.0,Q3,wet,No/Little Growth
2647,AK,1E,1,P glauca,2019-01-10,-149.71569,68.0187608,10,1,2,2019,2.56999999999999,0.0,20.7499053176952,0.0,-2.99406595196989,92.8192072974311,0.684064310457971,0.0,0.0739844321560934,1,low,dry,160.0,Q1,dry,No/Little Growth
2648,AK,1E,1,P glauca,2019-02-10,-149.71569,68.0187608,10,2,6,2019,2.56700000000001,0.0,20.7014902333107,0.0,-1.84163915365934,93.4274137285021,0.552916166269117,4.8987070719401,0.0742702033635629,1,low,dry,2531.0,Q1,dry,No/Little Growth
2649,AK,1E,1,P glauca,2018-05-10,-149.71569,68.0187608,10,5,19,2018,2.57163888888889,0.0030000000000001,20.7763800425858,0.0484716330522978,-0.370602290663454,92.7846033308241,0.517095738401016,191.116333007812,0.0941788644150441,1,low,dry,14233.0,Q4,dry,No/Little Growth
2650,AK,1E,1,P glauca,2019-05-10,-149.71569,68.0187608,10,5,19,2019,2.64244444444445,0.0050000000000003,21.936226030628,0.0829851699445996,0.0757342143398193,92.9309559928046,0.671364576038387,104.455947875977,0.116452688255183,0,low,dry,12223.0,Q4,moderate,Moderate Growth
2651,AK,1E,1,P glauca,2018-06-10,-149.71569,68.0187608,10,6,23,2018,2.58434722222222,0.0019999999999997,20.9822293669205,0.0324715016676009,1.79441566309995,92.7343266805013,0.477103685339292,117.575327555339,0.322334752594018,0,low,dry,12649.0,Q4,moderate,No/Little Growth
2652,AK,1E,1,P glauca,2019-06-10,-149.71569,68.0187608,10,6,23,2019,2.69981944444444,0.004,22.8991543295162,0.0678584013176007,3.4787398195929,93.5705099105835,0.837177412377463,109.182993570964,0.297241681398499,0,low,dry,12352.0,Q4,moderate,No/Little Growth
2654,AK,1E,1,P glauca,2018-07-10,-149.71569,68.0187608,10,7,28,2018,2.63752777777777,0.0009999999999998,21.8546558863745,0.0165719012476977,5.02324904998143,92.1631653043959,0.793346561491489,61.7069668240017,0.398978277342049,0,low,dry,9634.0,Q3,wet,No/Little Growth
2655,AK,1E,1,P glauca,2019-07-10,-149.71569,68.0187608,10,7,28,2019,2.74911111111111,0.0070000000000001,23.7429533477136,0.1209293260146,7.98096858792835,93.1733841366238,0.364632880315185,36.3540649414062,0.262641688268039,0,low,dry,6636.0,Q2,moderate,Moderate Growth
2657,AK,1E,1,P glauca,2017-08-10,-149.71569,68.0187608,10,8,32,2017,2.573125,0.0009999999999998,20.800398172921,0.0161697773880007,4.82413659493128,92.9203712675307,0.803077832692199,47.7218627929688,0.356286793384286,0,low,dry,8133.0,Q3,wet,No/Little Growth
2658,AK,1E,1,P glauca,2018-08-10,-149.71569,68.0187608,10,8,32,2018,2.65100000000001,0.0,22.078487992491,0.0,5.12750779423449,93.1758264965481,0.680114000207848,33.2620408799913,0.317783262134839,0,low,dry,6159.0,Q2,moderate,No/Little Growth
2661,AK,1E,1,P glauca,2018-09-10,-149.71569,68.0187608,10,9,37,2018,2.65138888888889,0.0020000000000002,22.0849676146054,0.0333134484986992,2.57259209122923,93.9352708392673,0.678155420555009,42.7479214138455,0.332005317057173,0,medium,dry,7602.0,Q3,moderate,No/Little Growth
2663,AK,1E,1,P glauca,2019-01-11,-149.71569,68.0187608,11,1,2,2019,2.56999999999999,0.0,20.7499053176952,0.0,-2.97801233993636,92.5425829357571,0.834401807023419,0.0,0.0733392152082586,1,low,dry,161.0,Q1,dry,No/Little Growth
2664,AK,1E,1,P glauca,2019-02-11,-149.71569,68.0187608,11,2,6,2019,2.56700000000001,0.0,20.7014902333107,0.0,-1.75412537074751,93.2287496990628,0.886193340851201,2.98182169596354,0.0742532318292376,1,low,dry,2189.0,Q1,dry,No/Little Growth
2665,AK,1E,1,P glauca,2018-05-11,-149.71569,68.0187608,11,5,19,2018,2.56886111111111,0.0019999999999997,20.7315196702888,0.032283006108301,-0.18537699451877,92.3028006023831,0.726921600600084,57.7502780490451,0.0995933993547045,1,low,dry,9204.0,Q3,dry,No/Little Growth
2666,AK,1E,1,P glauca,2019-05-11,-149.71569,68.0187608,11,5,19,2019,2.64436111111111,0.0009999999999998,21.9680450409547,0.0166158835448016,0.0757342143398193,92.3416787253486,0.904498126771715,79.7621409098307,0.118420707571009,0,low,dry,11065.0,Q4,moderate,No/Little Growth
2667,AK,1E,1,P glauca,2018-06-11,-149.71569,68.0187608,11,6,24,2018,2.58602777777778,0.0020000000000002,21.0095275817855,0.0324966344086981,1.35666899403764,93.2291566001044,0.470478304144409,184.063381618924,0.308056651212417,0,low,dry,14124.0,Q4,moderate,No/Little Growth
2668,AK,1E,1,P glauca,2019-06-11,-149.71569,68.0187608,11,6,24,2019,2.70297222222222,0.0030000000000001,22.9526657316832,0.050959774433899,3.47813421156671,93.0133942498101,0.528298062996732,169.162750244141,0.315370384216424,0,low,dry,13830.0,Q4,moderate,No/Little Growth
2670,AK,1E,1,P glauca,2017-07-11,-149.71569,68.0187608,11,7,28,2017,2.56,0.0019999999999997,20.5887428362965,0.0321699087728007,2.75943937566545,93.8123262193468,0.640521438999308,40.7536824544271,0.376486615869734,0,medium,dry,7350.0,Q3,wet,No/Little Growth
2671,AK,1E,1,P glauca,2018-07-11,-149.71569,68.0187608,11,7,28,2018,2.638,0.0,21.8624815064081,0.0,5.04315499795808,92.9024592505561,0.832741022937828,48.1372409396701,0.356042832185135,0,low,dry,8196.0,Q3,wet,No/Little Growth
2672,AK,1E,1,P glauca,2019-07-11,-149.71569,68.0187608,11,7,28,2019,2.74886111111111,0.004,23.7386274618962,0.0690899056376999,7.73374663790067,93.0001627604167,0.381493504469593,32.0816040039062,0.258714496157769,0,low,dry,6001.0,Q2,moderate,No/Little Growth
2674,AK,1E,1,P glauca,2017-08-11,-149.71569,68.0187608,11,8,32,2017,2.57341666666667,0.0009999999999998,20.8051143579925,0.0161697773880007,4.81406208541658,92.6034438874986,0.866174444556236,39.9239857991536,0.354347826888163,0,low,dry,7242.0,Q2,wet,No/Little Growth
2675,AK,1E,1,P glauca,2018-08-11,-149.71569,68.0187608,11,8,32,2018,2.65100000000001,0.0,22.078487992491,0.0,4.73200080626541,93.3954576916165,0.613543185508914,76.2367248535156,0.314998392500399,0,low,dry,10785.0,Q3,moderate,No/Little Growth
2678,AK,1E,1,P glauca,2018-09-11,-149.71569,68.0187608,11,9,37,2018,2.65058333333333,0.0009999999999998,22.0715489997174,0.0166535826566978,3.02138814495669,93.9651922649807,0.749459948804643,25.0328911675347,0.315639664737713,0,medium,dry,4974.0,Q2,moderate,No/Little Growth
2680,AK,1E,1,P glauca,2019-01-12,-149.71569,68.0187608,12,1,2,2019,2.56922222222222,0.0009999999999998,20.7373483718588,0.0161446446468005,-3.14862355755435,94.0535335540771,0.779446448716852,0.0,0.0728983816080197,1,medium,dry,162.0,Q1,dry,No/Little Growth
2681,AK,1E,1,P glauca,2019-02-12,-149.71569,68.0187608,12,2,7,2019,2.56700000000001,0.0,20.7014902333107,0.0,-1.67955158568091,91.6288476520114,0.930671824349297,3.11533610026042,0.0744861163219644,1,low,dry,2224.0,Q1,dry,No/Little Growth
2682,AK,1E,1,P glauca,2018-05-12,-149.71569,68.0187608,12,5,19,2018,2.56820833333333,0.0029999999999996,20.7209870882186,0.0484150843845015,-0.141587138175964,93.1843757629395,0.743874306066169,118.16660563151,0.109266936756946,1,low,dry,12700.0,Q4,dry,No/Little Growth
